taxon_id	scientific_name	taxonomic_rank	phylum	disease_id	disease_name	mesh_id	n_associations	n_studies	n_studies_enriched	n_studies_depleted	n_sources	mean_abs_effect_size	consensus_direction	agreement_ratio	has_conflict
8096	Agathobacter	genus	Firmicutes	12713	Crohn Disease	D003424	3	3	0	3	1	4.24	depleted	1.000	0
8153	Sellimonas	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	3	3	3	0	1	2.754	enriched	1.000	0
8271	Klebsiella	genus	Proteobacteria	12713	Crohn Disease	D003424	4	3	3	0	1	3.533	enriched	1.000	0
8271	Klebsiella	genus	Proteobacteria	62143	Renal Insufficiency, Chronic	D051436	3	3	3	0	1	3.523	enriched	1.000	0
8292	Staphylococcus	genus	Firmicutes	12713	Crohn Disease	D003424	4	3	3	0	1	3.86	enriched	1.000	0
8292	Staphylococcus	genus	Firmicutes	28066	COVID-19	D000086382	3	3	3	0	1	3.13	enriched	1.000	0
8304	Parabacteroides	genus	Bacteroidetes	28066	COVID-19	D000086382	3	3	3	0	1	4.516	enriched	1.000	0
8304	Parabacteroides	genus	Bacteroidetes	73716	Parkinson Disease	D010300	3	3	3	0	1	4.051	enriched	1.000	0
9069	Dysosmobacter	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	3	3	3	0	1	3.635	enriched	1.000	0
9838	Morganella	genus	Proteobacteria	12713	Crohn Disease	D003424	4	3	3	0	1	2.984	enriched	1.000	0
9850	Selenomonas	genus	Firmicutes	20491	Colorectal Neoplasms	D015179	3	3	3	0	1	2.545	enriched	1.000	0
10179	Ellagibacter	genus	Actinobacteria	12713	Crohn Disease	D003424	4	3	0	3	1	2.497	depleted	1.000	0
11577	Pediococcus	genus	Firmicutes	12713	Crohn Disease	D003424	3	3	3	0	1	2.819	enriched	1.000	0
13	Phascolarctobacterium	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	4.335	depleted	1.000	0
33	Butyrivibrio	genus	Firmicutes	12713	Crohn Disease	D003424	3	2	0	2	1	2.984	depleted	1.000	0
34	Granulicatella	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	2.943	enriched	1.000	0
35	Odoribacter	genus	Bacteroidetes	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	2.953	depleted	1.000	0
35	Odoribacter	genus	Bacteroidetes	3086	Arthritis, Rheumatoid	D001172	2	2	0	2	1	3.662	depleted	1.000	0
35	Odoribacter	genus	Bacteroidetes	28066	COVID-19	D000086382	2	2	0	2	1	2.997	depleted	1.000	0
35	Odoribacter	genus	Bacteroidetes	44996	Diabetes Mellitus, Type 1	D003922	2	2	2	0	1	3.39	enriched	1.000	0
35	Odoribacter	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	3.079	depleted	1.000	0
36	Acidaminococcus	genus	Firmicutes	12713	Crohn Disease	D003424	3	2	2	0	1	3.634	enriched	1.000	0
36	Acidaminococcus	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	2	2	2	0	1	3.987	enriched	1.000	0
36	Acidaminococcus	genus	Firmicutes	56231	HIV Infections	D015658	2	2	2	0	1	3.484	enriched	1.000	0
40	Megasphaera	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	2	0	1	2.966	enriched	1.000	0
40	Megasphaera	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	4.104	depleted	1.000	0
40	Megasphaera	genus	Firmicutes	56231	HIV Infections	D015658	2	2	2	0	1	3.721	enriched	1.000	0
40	Megasphaera	genus	Firmicutes	77286	Purpura, Thrombocytopenic, Idiopathic	D016553	2	2	2	0	1	3.534	enriched	1.000	0
45	Fusobacterium	genus	Fusobacteria	11071	Cholestasis	D002779	2	2	2	0	1	2.541	enriched	1.000	0
45	Fusobacterium	genus	Fusobacteria	45328	Diabetes Mellitus, Type 2	D003924	2	2	2	0	1	3.833	enriched	1.000	0
45	Fusobacterium	genus	Fusobacteria	56231	HIV Infections	D015658	2	2	2	0	1	4.072	enriched	1.000	0
45	Fusobacterium	genus	Fusobacteria	310196	Pre-Eclampsia	D011225	2	2	2	0	1	NULL	enriched	1.000	0
46	Peptoniphilus	genus	Firmicutes	28066	COVID-19	D000086382	2	2	2	0	1	3.571	enriched	1.000	0
47	Paraprevotella	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	3.643	depleted	1.000	0
51	Slackia	genus	Actinobacteria	76226	Prostatic Neoplasms	D011471	2	2	0	2	1	3.077	depleted	1.000	0
57	Anaerostipes	genus	Firmicutes	11071	Cholestasis	D002779	2	2	0	2	1	3.564	depleted	1.000	0
57	Anaerostipes	genus	Firmicutes	11373	Non-alcoholic Fatty Liver Disease	D065626	2	2	0	2	1	3.419	depleted	1.000	0
57	Anaerostipes	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	3	2	0	2	1	3.771	depleted	1.000	0
57	Anaerostipes	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	3.665	depleted	1.000	0
57	Anaerostipes	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	0	2	1	3.605	depleted	1.000	0
70	Adlercreutzia	genus	Actinobacteria	18168	Inflammatory Bowel Diseases	D015212	2	2	0	2	1	3.456	depleted	1.000	0
70	Adlercreutzia	genus	Actinobacteria	69716	Neuroblastoma	D009447	2	2	0	2	1	2.64	depleted	1.000	0
70	Adlercreutzia	genus	Actinobacteria	76226	Prostatic Neoplasms	D011471	2	2	0	2	1	3.009	depleted	1.000	0
81	Methanobrevibacter	genus	Euryarchaeota	46796	Diarrhea	D003967	2	2	0	2	1	3.393	depleted	1.000	0
82	Turicibacter	genus	Firmicutes	6511	Breast Neoplasms	D001943	2	2	0	2	1	2.328	depleted	1.000	0
82	Turicibacter	genus	Firmicutes	11373	Non-alcoholic Fatty Liver Disease	D065626	2	2	0	2	1	2.961	depleted	1.000	0
82	Turicibacter	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	2.514	depleted	1.000	0
82	Turicibacter	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	2	2	2	0	1	3.395	enriched	1.000	0
82	Turicibacter	genus	Firmicutes	48371	Dwarfism	D004392	2	2	2	0	1	3.243	enriched	1.000	0
82	Turicibacter	genus	Firmicutes	75391	Peutz-Jeghers Syndrome	D010580	2	2	0	2	1	2.415	depleted	1.000	0
89	Anaerofustis	genus	Firmicutes	48371	Dwarfism	D004392	2	2	2	0	1	2.438	enriched	1.000	0
94	Butyricimonas	genus	Bacteroidetes	4406	Asthma	D001249	2	2	0	2	1	2.818	depleted	1.000	0
94	Butyricimonas	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	3.288	depleted	1.000	0
106	Sutterella	genus	Proteobacteria	20491	Colorectal Neoplasms	D015179	2	2	0	2	1	3.571	depleted	1.000	0
106	Sutterella	genus	Proteobacteria	45328	Diabetes Mellitus, Type 2	D003924	2	2	2	0	1	3.732	enriched	1.000	0
106	Sutterella	genus	Proteobacteria	46796	Diarrhea	D003967	2	2	0	2	1	3.463	depleted	1.000	0
106	Sutterella	genus	Proteobacteria	69131	Myasthenia Gravis	D009157	2	2	2	0	1	3.899	enriched	1.000	0
106	Sutterella	genus	Proteobacteria	71481	Neuromyelitis Optica	D009471	2	2	0	2	1	3.864	depleted	1.000	0
136	Sarcina	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	2	0	1	3.165	enriched	1.000	0
145	Anaerotruncus	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	2.639	enriched	1.000	0
145	Anaerotruncus	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	2.431	enriched	1.000	0
145	Anaerotruncus	genus	Firmicutes	73716	Parkinson Disease	D010300	2	2	2	0	1	2.619	enriched	1.000	0
173	Holdemania	genus	Firmicutes	20491	Colorectal Neoplasms	D015179	2	2	0	2	1	2.407	depleted	1.000	0
173	Holdemania	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	2	0	1	2.412	enriched	1.000	0
173	Holdemania	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	2.589	enriched	1.000	0
173	Holdemania	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	2.548	enriched	1.000	0
176	Gemella	genus	Firmicutes	12711	Colitis, Ulcerative	D003093	2	2	2	0	1	2.567	enriched	1.000	0
176	Gemella	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	2.567	enriched	1.000	0
184	Ralstonia	genus	Proteobacteria	20491	Colorectal Neoplasms	D015179	3	2	2	0	1	2.807	enriched	1.000	0
217	Dialister	genus	Firmicutes	1526	Alzheimer Disease	D000544	2	2	0	2	1	3.954	depleted	1.000	0
217	Dialister	genus	Firmicutes	7766	Carcinoma, Hepatocellular	D006528	2	2	0	2	1	3.217	depleted	1.000	0
217	Dialister	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	0	2	1	3.714	depleted	1.000	0
217	Dialister	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	0	2	1	3.749	depleted	1.000	0
232	Succinivibrio	genus	Proteobacteria	56231	HIV Infections	D015658	2	2	2	0	1	3.386	enriched	1.000	0
235	Bilophila	genus	Thermodesulfobacteria	18168	Inflammatory Bowel Diseases	D015212	2	2	0	2	1	2.864	depleted	1.000	0
235	Bilophila	genus	Thermodesulfobacteria	46796	Diarrhea	D003967	2	2	2	0	1	3.171	enriched	1.000	0
235	Bilophila	genus	Thermodesulfobacteria	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	2.979	enriched	1.000	0
235	Bilophila	genus	Thermodesulfobacteria	73716	Parkinson Disease	D010300	2	2	2	0	1	3.325	enriched	1.000	0
339	Eikenella	genus	Proteobacteria	12713	Crohn Disease	D003424	3	2	2	0	1	3.21	enriched	1.000	0
372	Filifactor	genus	Firmicutes	20491	Colorectal Neoplasms	D015179	2	2	2	0	1	2.204	enriched	1.000	0
408	Proteus	genus	Chordata	12713	Crohn Disease	D003424	2	2	2	0	1	3.623	enriched	1.000	0
475	Aquabacterium	genus	Proteobacteria	12713	Crohn Disease	D003424	2	2	2	0	1	2.708	enriched	1.000	0
490	Scardovia	genus	Actinobacteria	12713	Crohn Disease	D003424	2	2	2	0	1	2.09	enriched	1.000	0
580	Christensenella	genus	Firmicutes	28066	COVID-19	D000086382	2	2	2	0	1	2.391	enriched	1.000	0
580	Christensenella	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	2.247	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	1	Irritable Bowel Syndrome	D043183	2	2	2	0	1	2.95	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	12711	Colitis, Ulcerative	D003093	2	2	2	0	1	3.314	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	48371	Dwarfism	D004392	2	2	2	0	1	3.234	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	48916	Fatigue Syndrome, Chronic	D015673	2	2	2	0	1	2.429	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	3.261	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	2.733	enriched	1.000	0
1101	Eggerthella	genus	Actinobacteria	68391	Multiple Sclerosis	D009103	2	2	2	0	1	3.223	enriched	1.000	0
1644	Pseudomonas	genus	Proteobacteria	20491	Colorectal Neoplasms	D015179	2	2	2	0	1	2.703	enriched	1.000	0
1644	Pseudomonas	genus	Proteobacteria	28066	COVID-19	D000086382	2	2	2	0	1	3.067	enriched	1.000	0
7657	Bacteroides	genus	Bacteroidetes	56231	HIV Infections	D015658	2	2	0	2	1	4.229	depleted	1.000	0
7657	Bacteroides	genus	Bacteroidetes	68391	Multiple Sclerosis	D009103	2	2	2	0	1	4.932	enriched	1.000	0
7657	Bacteroides	genus	Bacteroidetes	69716	Neuroblastoma	D009447	2	2	0	2	1	4.309	depleted	1.000	0
7657	Bacteroides	genus	Bacteroidetes	75696	Polycystic Ovary Syndrome	D011085	2	2	2	0	1	4.912	enriched	1.000	0
7657	Bacteroides	genus	Bacteroidetes	76576	Psoriasis	D011565	2	2	0	2	1	4.03	depleted	1.000	0
7657	Bacteroides	genus	Bacteroidetes	310394	Gout	D006073	2	2	2	0	1	NULL	enriched	1.000	0
7658	Ruminococcus	genus	Firmicutes	9181	Celiac Disease	D002446	2	2	0	2	1	4.25	depleted	1.000	0
7658	Ruminococcus	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	2	2	0	2	1	4.203	depleted	1.000	0
7658	Ruminococcus	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	4.146	depleted	1.000	0
7658	Ruminococcus	genus	Firmicutes	55276	Hepatitis C	D006526	2	2	0	2	1	3.609	depleted	1.000	0
7658	Ruminococcus	genus	Firmicutes	65768	Spinal Cord Injuries	D013119	2	2	0	2	1	3.908	depleted	1.000	0
7658	Ruminococcus	genus	Firmicutes	67066	Lupus Erythematosus, Systemic	D008180	2	2	0	2	1	4.284	depleted	1.000	0
7659	Segatella	genus	Bacteroidetes	20491	Colorectal Neoplasms	D015179	2	2	0	2	1	4.896	depleted	1.000	0
7659	Segatella	genus	Bacteroidetes	28066	COVID-19	D000086382	2	2	0	2	1	4.483	depleted	1.000	0
7659	Segatella	genus	Bacteroidetes	62116	Kidney Failure, Chronic	D007676	3	2	0	2	1	4.693	depleted	1.000	0
7663	Akkermansia	genus	Verrucomicrobia	1526	Alzheimer Disease	D000544	2	2	0	2	1	3.802	depleted	1.000	0
7663	Akkermansia	genus	Verrucomicrobia	46796	Diarrhea	D003967	2	2	0	2	1	4.349	depleted	1.000	0
7663	Akkermansia	genus	Verrucomicrobia	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	3.86	enriched	1.000	0
7664	Coprococcus	genus	Firmicutes	44846	Diabetes Mellitus	D003920	2	2	2	0	1	4.107	enriched	1.000	0
7664	Coprococcus	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	4.077	depleted	1.000	0
7664	Coprococcus	genus	Firmicutes	65768	Spinal Cord Injuries	D013119	2	2	0	2	1	3.577	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	0	2	1	3.725	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	7766	Carcinoma, Hepatocellular	D006528	4	2	0	2	1	3.578	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	43846	Depressive Disorder, Major	D003865	2	2	0	2	1	3.898	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	2	2	0	2	1	4.06	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	4.072	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	0	2	1	3.981	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	65768	Spinal Cord Injuries	D013119	2	2	0	2	1	3.948	depleted	1.000	0
7665	Fusicatenibacter	genus	Firmicutes	76226	Prostatic Neoplasms	D011471	2	2	0	2	1	3.975	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	43846	Depressive Disorder, Major	D003865	2	2	0	2	1	4.762	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	45838	Diabetic Retinopathy	D003930	2	2	0	2	1	4.364	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	4.415	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	4.693	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	67066	Lupus Erythematosus, Systemic	D008180	2	2	0	2	1	4.766	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	0	2	1	4.626	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	309776	Anxiety Disorders	D001008	2	2	0	2	1	NULL	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	309812	Bipolar Disorder	D001714	2	2	0	2	1	NULL	depleted	1.000	0
7666	Faecalibacterium	genus	Firmicutes	310196	Pre-Eclampsia	D011225	2	2	0	2	1	NULL	depleted	1.000	0
7667	Alistipes	genus	Bacteroidetes	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	4.404	depleted	1.000	0
7667	Alistipes	genus	Bacteroidetes	2536	Anorexia Nervosa	D000856	2	2	2	0	1	4.394	enriched	1.000	0
7667	Alistipes	genus	Bacteroidetes	44996	Diabetes Mellitus, Type 1	D003922	2	2	2	0	1	4.434	enriched	1.000	0
7667	Alistipes	genus	Bacteroidetes	45838	Diabetic Retinopathy	D003930	2	2	2	0	1	3.968	enriched	1.000	0
7667	Alistipes	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	4.652	depleted	1.000	0
7667	Alistipes	genus	Bacteroidetes	69716	Neuroblastoma	D009447	2	2	0	2	1	4.51	depleted	1.000	0
7669	Eubacterium	genus	Firmicutes	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	3.446	depleted	1.000	0
7669	Eubacterium	genus	Firmicutes	18168	Inflammatory Bowel Diseases	D015212	2	2	0	2	1	4.013	depleted	1.000	0
7669	Eubacterium	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	0	2	1	3.186	depleted	1.000	0
7669	Eubacterium	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	0	2	1	3.93	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	0	2	1	3.658	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	7766	Carcinoma, Hepatocellular	D006528	3	2	0	2	1	3.941	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	18168	Inflammatory Bowel Diseases	D015212	2	2	0	2	1	3.864	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	45328	Diabetes Mellitus, Type 2	D003924	3	2	0	2	1	3.963	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	69131	Myasthenia Gravis	D009157	2	2	0	2	1	3.738	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	0	2	1	4.17	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	76576	Psoriasis	D011565	2	2	0	2	1	3.719	depleted	1.000	0
7671	Lachnospira	genus	Firmicutes	80106	Rhinitis, Allergic	D065631	2	2	2	0	1	4.021	enriched	1.000	0
7671	Lachnospira	genus	Firmicutes	310607	Sjogren's Syndrome	D012859	2	2	0	2	1	NULL	depleted	1.000	0
7672	Collinsella	genus	Actinobacteria	4406	Asthma	D001249	2	2	0	2	1	3.9	depleted	1.000	0
7672	Collinsella	genus	Actinobacteria	4876	Autism Spectrum Disorder	D000067877	2	2	2	0	1	3.498	enriched	1.000	0
7672	Collinsella	genus	Actinobacteria	45328	Diabetes Mellitus, Type 2	D003924	2	2	2	0	1	3.636	enriched	1.000	0
7672	Collinsella	genus	Actinobacteria	46796	Diarrhea	D003967	2	2	0	2	1	3.32	depleted	1.000	0
7672	Collinsella	genus	Actinobacteria	62116	Kidney Failure, Chronic	D007676	2	2	2	0	1	3.417	enriched	1.000	0
7672	Collinsella	genus	Actinobacteria	62143	Renal Insufficiency, Chronic	D051436	2	2	2	0	1	3.608	enriched	1.000	0
7673	Prevotella	genus	Bacteroidetes	20491	Colorectal Neoplasms	D015179	2	2	2	0	1	4.452	enriched	1.000	0
7673	Prevotella	genus	Bacteroidetes	46141	Diabetes, Gestational	D016640	2	2	0	2	1	4.184	depleted	1.000	0
7673	Prevotella	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	4.109	depleted	1.000	0
7676	Oliverpabstia	genus	Firmicutes	20491	Colorectal Neoplasms	D015179	2	2	0	2	1	2.58	depleted	1.000	0
7676	Oliverpabstia	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	0	2	1	2.529	depleted	1.000	0
7676	Oliverpabstia	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	3	2	2	0	1	3.056	enriched	1.000	0
7677	Oscillibacter	genus	Firmicutes	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	3.672	depleted	1.000	0
7677	Oscillibacter	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	3.6	depleted	1.000	0
7677	Oscillibacter	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	3.9	depleted	1.000	0
7677	Oscillibacter	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	0	2	1	3.951	depleted	1.000	0
7677	Oscillibacter	genus	Firmicutes	73716	Parkinson Disease	D010300	2	2	2	0	1	3.596	enriched	1.000	0
7677	Oscillibacter	genus	Firmicutes	76576	Psoriasis	D011565	2	2	0	2	1	3.793	depleted	1.000	0
7682	Wujia	genus	Firmicutes	3086	Arthritis, Rheumatoid	D001172	2	2	0	2	1	3.135	depleted	1.000	0
7682	Wujia	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	3.941	depleted	1.000	0
7682	Wujia	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	0	2	1	3.531	depleted	1.000	0
7685	Waltera	genus	NULL	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	3.727	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	1	Irritable Bowel Syndrome	D043183	2	2	0	2	1	3.142	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	0	2	1	3.627	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	4.015	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	4.032	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	0	2	1	4.185	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	0	2	1	4.093	depleted	1.000	0
7686	Roseburia	genus	Firmicutes	73716	Parkinson Disease	D010300	2	2	0	2	1	4.167	depleted	1.000	0
7689	Holdemanella	genus	Firmicutes	46796	Diarrhea	D003967	2	2	0	2	1	3.623	depleted	1.000	0
7689	Holdemanella	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	2	2	0	2	1	3.042	depleted	1.000	0
7689	Holdemanella	genus	Firmicutes	69131	Myasthenia Gravis	D009157	2	2	2	0	1	4.017	enriched	1.000	0
7689	Holdemanella	genus	Firmicutes	75696	Polycystic Ovary Syndrome	D011085	2	2	0	2	1	3.563	depleted	1.000	0
7691	Parasutterella	genus	Proteobacteria	6511	Breast Neoplasms	D001943	2	2	2	0	1	3.341	enriched	1.000	0
7691	Parasutterella	genus	Proteobacteria	28066	COVID-19	D000086382	2	2	0	2	1	3.929	depleted	1.000	0
7691	Parasutterella	genus	Proteobacteria	48371	Dwarfism	D004392	2	2	0	2	1	3.488	depleted	1.000	0
7691	Parasutterella	genus	Proteobacteria	62116	Kidney Failure, Chronic	D007676	2	2	0	2	1	3.217	depleted	1.000	0
7693	Mediterraneibacter	genus	Firmicutes	7798	Liver Cirrhosis	D008103	2	2	2	0	1	4.09	enriched	1.000	0
7693	Mediterraneibacter	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	2	0	1	3.519	enriched	1.000	0
7693	Mediterraneibacter	genus	Firmicutes	62143	Renal Insufficiency, Chronic	D051436	3	2	2	0	1	4.318	enriched	1.000	0
7693	Mediterraneibacter	genus	Firmicutes	68391	Multiple Sclerosis	D009103	2	2	2	0	1	4.29	enriched	1.000	0
7694	Monoglobus	genus	Firmicutes	3086	Arthritis, Rheumatoid	D001172	2	2	0	2	1	3.724	depleted	1.000	0
7694	Monoglobus	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	3.166	depleted	1.000	0
7694	Monoglobus	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	3.713	depleted	1.000	0
7694	Monoglobus	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	3	2	2	0	1	2.634	enriched	1.000	0
7700	Faecalicatena	genus	Firmicutes	48916	Fatigue Syndrome, Chronic	D015673	2	2	0	2	1	2.773	depleted	1.000	0
7711	Intestinibacter	genus	Firmicutes	28066	COVID-19	D000086382	2	2	0	2	1	3.349	depleted	1.000	0
7711	Intestinibacter	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	0	2	1	2.928	depleted	1.000	0
7711	Intestinibacter	genus	Firmicutes	68391	Multiple Sclerosis	D009103	2	2	2	0	1	3.336	enriched	1.000	0
7711	Intestinibacter	genus	Firmicutes	75391	Peutz-Jeghers Syndrome	D010580	2	2	0	2	1	2.927	depleted	1.000	0
7713	Agathobaculum	genus	Firmicutes	3086	Arthritis, Rheumatoid	D001172	2	2	2	0	1	3.458	enriched	1.000	0
7713	Agathobaculum	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	0	2	1	2.97	depleted	1.000	0
7713	Agathobaculum	genus	Firmicutes	62116	Kidney Failure, Chronic	D007676	2	2	0	2	1	2.921	depleted	1.000	0
7720	Thomasclavelia	genus	Firmicutes	2536	Anorexia Nervosa	D000856	2	2	2	0	1	2.967	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	4876	Autism Spectrum Disorder	D000067877	2	2	2	0	1	3.46	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	6511	Breast Neoplasms	D001943	2	2	2	0	1	3.554	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	7798	Liver Cirrhosis	D008103	2	2	2	0	1	3.451	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	65768	Spinal Cord Injuries	D013119	2	2	2	0	1	3.447	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	67066	Lupus Erythematosus, Systemic	D008180	2	2	2	0	1	3.842	enriched	1.000	0
7720	Thomasclavelia	genus	Firmicutes	73716	Parkinson Disease	D010300	2	2	2	0	1	3.059	enriched	1.000	0
7721	Barnesiella	genus	Bacteroidetes	18168	Inflammatory Bowel Diseases	D015212	2	2	0	2	1	3.882	depleted	1.000	0
7721	Barnesiella	genus	Bacteroidetes	46796	Diarrhea	D003967	2	2	0	2	1	3.968	depleted	1.000	0
7721	Barnesiella	genus	Bacteroidetes	62143	Renal Insufficiency, Chronic	D051436	2	2	0	2	1	3.712	depleted	1.000	0
7721	Barnesiella	genus	Bacteroidetes	68391	Multiple Sclerosis	D009103	2	2	0	2	1	3.697	depleted	1.000	0
7725	Coprobacter	genus	Bacteroidetes	62143	Renal Insufficiency, Chronic	D051436	2	2	0	2	1	3.027	depleted	1.000	0
7725	Coprobacter	genus	Bacteroidetes	69716	Neuroblastoma	D009447	2	2	0	2	1	2.567	depleted	1.000	0
7734	Allofournierella	genus	Firmicutes	6511	Breast Neoplasms	D001943	2	2	2	0	1	2.549	enriched	1.000	0
7734	Allofournierella	genus	Firmicutes	56231	HIV Infections	D015658	2	2	0	2	1	2.875	depleted	1.000	0
7734	Allofournierella	genus	Firmicutes	69716	Neuroblastoma	D009447	2	2	2	0	1	2.67	enriched	1.000	0
7737	Lentihominibacter	genus	Firmicutes	20491	Colorectal Neoplasms	D015179	2	2	0	2	1	3.2	depleted	1.000	0
